title,company,ratings,reviews,years,location,days,salary,skills,key_skills
S&C Global Network - AI - Hi Tech - Data Science Sr. Analyst,Accenture,4.0,49777,2-5 ,Hyderabad,2,Not disclosed,erppythonnatural language processingplmcrmplasterflooringmicrosoft azure,"python,azure"
Data Science Engineer - Deep Learning / Neural Networks,CARBYNETECH,4.3,27,3-7 ,Hyderabad,3,Not disclosed,CNNRNNLSTMprogrammingPythoncommunication skillsNeural networksScience,"Python,Neural networks"
Data Science Engineer,,,,3-5 ,"Hyderabad, Chennai",3,Not disclosed,UnixLinuxData managementAnalyticalXMLMachine learningShell scriptingHTML,"Data management,ML,Machine learning,ML"
"Senior Developer, Data Science",,,,3-7 ,Hyderabad,3,Not disclosed,Computer scienceC++AutomationCodingDebuggingAgileUnit testingApache,"C++,Automation"
Python Professional - ML & Data Science,Solventek,3.7,11,3-5 ,Hyderabad,3,Not disclosed,data sciencePythonMlDataScience,"data science,Python,Ml"
Data Science Intern,Cloud Counselage,3.9,20,0-1 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0,Not disclosed,Computer scienceData analysisInterpersonal skillsdata scienceAnalyticalMachine learningData qualityPattern recognition,"Data analysis,data science,Machine learning"
Senior Analyst Data Science,Novartis,4.1,1448,2-4 ,Hyderabad,2,Not disclosed,Computer scienceData analysisAutomationFront endSenior AnalystProject managementAnalyticalPharma,"Data analysis,Automation"
Lead Data Science Consultant,Wells Fargo,4.0,5650,8-12,Hyderabad,8,Not disclosed,Data analysisSASAnalyticalRisk assessmentVulnerabilityRisk managementOperationsMonitoring,"Data analysis,SAS"
Python Developer (Data Science),,,,1-4 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1,Not disclosed,Solution architecturedata scienceDebuggingProgrammingManager TechnologyRoomPythonTesting,"data science,Python"
Data Science Analyst,Clinztech Research Solutions,4.2,14,0-4 ,Hyderabad,0,Not disclosed,SAPdata scienceSenior AnalystDataData analysisScienceSenior,"data science,Data analysis"
Data Science Lead,Amnet Digital,3.8,32,7-9 ,Hyderabad,7,Not disclosed,AutomationProduct engineeringPrototypedata scienceAnalyticalMachine learningHealthcareData quality,"Automation,data science,Machine learning"
Manager - Data Science,Novartis,4.1,1448,6-11,Hyderabad,6,Not disclosed,AutomationData analysisFront endSASRFProject managementMS OfficeSQL,"Automation,Data analysis,SAS,SQL"
Data Science - Gen AI - Senior Associate,Pricewaterhouse Coopers Private Limited,3.5,7922,3-5 ,"Hyderabad, Bengaluru",3,Not disclosed,Cloud computingLeadership developmentC++Data managementdata scienceMachine learningData processingdata privacy,"C++,Data management,data science,Machine learning,Data processing"
Senior Analyst Data Science,Navit Software Solutions,4.7,6,5-8 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5,Not disclosed,Analytical skillsdeep learningAnalystPublishingArchitecturedata scienceArtificial Intelligencedata visualization,"deep learning,data science,Artificial Intelligence,visualization"
Analyst Data Science,Navit Software Solutions,4.7,6,3-7 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3,Not disclosed,Business objectsSASProcess improvementXMLJavascriptData collectionManager Quality ControlSPSS,"SAS,ML,Java,Data collection"
Data Science Analyst,,,,1-3 ,Hyderabad,1,Not disclosed,data scienceSenior AnalystAnalyticalProgrammingAnalyticsPythonDataProgram,"data science,Python"
Data Science Consultants,Soothsayer Analytics,2.9,2,2-7 ,Hyderabad,2,Not disclosed,RDBMSDatabase designMySQLStored proceduresTest casesOracleBusiness intelligenceInformation technology,MySQL
Data Science Lead,,,,3-5 ,"Hyderabad, Ahmedabad",3,Not disclosed,IT servicesdata scienceWeb applicationMachine learningAgileScrumSOWOpen source,"data science,Machine learning"
Analytics Data science and IOT Lead,Hexaware Technologies,3.6,5154,5-9 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5,Not disclosed,time series analysisrestpythonnatural language processingpredictive analyticsanalytics dataazure data factorymachine learning,"time series analysis,python,azure,machine learning"
Data Science Engineer - Data Analyst/Scientist,Response Informatics,3.7,22,1-5 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1,Not disclosed,Operations researchAnalyticalMachine learningSCALAAlgorithm developmentData Analystdata visualizationForecasting,"Machine learning,visualization"
Data Science Engineer (Artificial intelligence),Eclature,3.3,19,0-2 ,Hyderabad,0,Not disclosed,ASRComputer visionImage processingArtificial IntelligenceShell scriptingMachine learningHTMLNatural language processing,"Artificial Intelligence,Machine learning,ML"
Data Science Engineer - Bangalore & Hyderabad,,,,3-6 ,"Hyderabad, Bengaluru",3,7.5-14 Lacs PA,Data ScienceCPPPythonC++DataScience,"Data Science,Python,C++"
CarbyneTech - Data Science Engineer - Machine/Deep Learning Models,,,,4-8 ,Hyderabad,4,Not disclosed,Brand ManagementAdvertisingMarketingTensorflowRBig DataNumpyPython,"Tensorflow,Big Data,Numpy,Python"
Director - Data Science-Operations-IT Services-Hyderabad-Bangalore-Che,,,,2-16,"Hyderabad, Chennai, Bengaluru",1,Not disclosed,Data ScienceProject ManagementMachine LearningArtificial IntelligenceNatural Language ProcessingLanguagesDataProject,"Data Science,Machine Learning,Artificial Intelligence"
Data Science Manager,Nits Solutions,3.1,48,9-14,Hybrid - Gurugram,9,Not disclosed,Data SciencePythonTensorflowGenAiNatural Language ProcessingNeural NetworksMachine LearningDeep Learning,"Data Science,Python,Tensorflow,Ai,Neural Networks,Machine Learning,Deep Learning"
Urgent Opening For PART TIME Trainer For Data Science,,,,2-20,Remote,1,Not disclosed,Data SciencepythonNatural Language ProcessingAINeural NetworksMachine LearningDeep LearningML,"Data Science,python,AI,Neural Networks,Machine Learning,Deep Learning,ML"
Data Science Practitioner,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,machine learningartificial intelligencedeep learningdata sciencestatisticshivepythoncnn,"machine learning,artificial intelligence,deep learning,data science,statistics,python"
S&C Global Network - AI - Life Sciences -Data Science Manager,Accenture,4.0,49777,0-12,"Mumbai, Bengaluru, Delhi / NCR",1,Not disclosed,digital marketingmicrosoft azureqlikviewlife sciencesawspythonhypothesis testingspotfire,"azure,python"
Data Science Practitioner,Accenture,4.0,49777,5-7 ,Pune,5,Not disclosed,data sciencedata visualizationmachine learning algorithmsstatisticsdata mungingpythondata analysispredictive analytics,"data science,visualization,machine learning,statistics,python,data analysis"
S&C Global Network - AI - Life Sciences -Data Science Sr. Manager,Accenture,4.0,49777,2-14,Bengaluru,1,Not disclosed,hypothesis testingmarketingdata sciencepredictive modelinglife sciencesmathematicsbusiness solutionstime series,data science
Data Science Manager,Antworks,3.2,50,0-20,Chennai,1,Not disclosed,Computer visionAutomationProduct engineeringGCPData modelingMachine learningData structuresData quality,"Automation,Machine learning"
Data Analyst (Data Science with 1 year contract),Kantar,3.8,70,7-12,Mumbai,7,12-15 Lacs PA,Statistical ProgrammingData ModelingStatisticsR ProgramProgrammingDataModelingProgram,Statistics
Senior Engineer - Data Science,Altimetrik,3.8,903,6-8 ,Chennai,6,Not disclosed,deep learningComputer visionSoftware designPrototypedata scienceAnalyticalAgile developmentMachine learning,"deep learning,data science,Machine learning"
S&C Global Network - AI - Life Sciences -Data Science Consultant,Accenture,4.0,49777,4-8 ,Bengaluru,4,Not disclosed,microsoft azuresqlsparklife sciencesawspythonhypothesis testingspotfire,"azure,sql,python"
S&C Global Network - AI - Life Sciences -Data Science Analyst,Accenture,4.0,49777,0-14,Bengaluru,1,Not disclosed,digital marketingmicrosoft azureqlikviewlife sciencesawspythonhypothesis testingspotfire,"azure,python"
S&C Global Network - AI - Resources - Assoc Director Data Science,Accenture,4.0,49777,2-14,Bengaluru,1,Not disclosed,data modelingstatistical modelingdata warehousing conceptsmachine learning algorithmsdata integrationpythonscaladata warehousing,"machine learning,python"
S&C Global Network - AI - CG&S - Consultant Data Science,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,advanced analyticspythonmachine learningartificial intelligencedata sciencenatural language processingneural networkspredictive analytics,"python,machine learning,artificial intelligence,data science,neural networks"
S&C Global Network - AI - CG&S - Manager Data Science,Accenture,4.0,49777,0-12,Gurugram,1,Not disclosed,pythonpysparkartificial intelligencerconsumer goodseposdata sourcescloud services,"python,pyspark,artificial intelligence,cloud services"
S&C Global Network - AI - CG&S - Consultant Data Science,Accenture,4.0,49777,5-10,Gurugram,5,Not disclosed,continuous integrationpythongithubprocess migrationdevopssynthesisadvanced analyticsproject management,python
Data Science Practitioner,Accenture,4.0,49777,3-8 ,Bengaluru,3,Not disclosed,azure machine learningmicrosoft azuremachine learning algorithmsstatisticsdata mungingnatural language processingbig data technologiespower bi,"azure,machine learning,azure,machine learning,statistics,big data,power bi"
S&C Global Network - AI - CG&S - Consultant Data Science,Accenture,4.0,49777,5-10,Gurugram,5,Not disclosed,advanced analyticspythonmachine learningartificial intelligencedata sciencenatural language processingneural networkspredictive analytics,"python,machine learning,artificial intelligence,data science,neural networks"
Senior Engineer - Data Science ( AI/ML),Saviynt,2.7,58,6-7 ,Bengaluru,6,Not disclosed,Computer scienceSAPVersion controlRisk analyticsAnalyticalDebuggingMachine learningAgile,Machine learning
Engineer - Data Science ( AI/ML),Saviynt,2.7,58,2-6 ,Bengaluru,2,Not disclosed,Computer scienceSAPVersion controlRisk analyticsAnalyticalDebuggingMachine learningAgile,Machine learning
S&C Global Network - AI - Hi Tech - Data Science Sr. Manager,Accenture,4.0,49777,2-14,Bengaluru,1,Not disclosed,microsoft azureartificial intelligencedata sciencegcpawscustomer analyticspythonnatural language processing,"azure,artificial intelligence,data science,python"
Data Science Engineer,Cybage,3.9,1771,8-12,Pune,8,Not disclosed,Data ScienceJavapredictive modellingSASdata miningData engineeringTableaustatistical analysis,"Data Science,Java,predictive modelling,SAS,data mining,Data engineer,statistical analysis"
Data Science Manager,_VOIS,3.9,614,0-15,Hybrid - Pune,1,30-45 Lacs PA,Predictive ModelingPysparkMachine learning forcastingDeep LearningPythonBig Data TechnologiesRegression ModelingAWS,"Pyspark,Machine learning,Deep Learning,Python,Big Data"
S&C Global Network - AI - CG&S - Consultant Data Science,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,continuous integrationpythongithubprocess migrationdevopssynthesisadvanced analyticsproject management,python
S&C Global Network - AI - Life Sciences -Data Science Consultant,Accenture,4.0,49777,4-9 ,Bengaluru,4,Not disclosed,microsoft azuresqlsparklife sciencesawspythonhypothesis testingspotfire,"azure,sql,python"
Data Science Engineer,,,,3-6 ,Indore,3,Not disclosed,Natural Language ProcessingPythonArtificial IntelligenceRAGAPIChatbot DevelopmentMachine LearningAWS,"Python,Artificial Intelligence,Machine Learning"
S&C Global Network - AI - CG&S - Manager Data Science,Accenture,4.0,49777,0-12,Bengaluru,1,Not disclosed,continuous integrationpythondata engineeringprocess migrationdevopssynthesisadvanced analyticsgithub,"python,data engineer"
S&C Global Network - AI - CG&S - Consultant Data Science,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,advanced analyticscmachine learningartificial intelligencedata sciencepythonnatural language processingneural networks,"machine learning,artificial intelligence,data science,python,neural networks"
S&C Global Network - AI - Life Sciences -Data Science Analyst,Accenture,4.0,49777,2-5 ,Gurugram,2,Not disclosed,microsoft azuresqlsparklife sciencesawspythonhypothesis testingspotfire,"azure,sql,python"
S&C Global Network - AI - Hi Tech - Data Science Asso. Manager,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,erppythonnatural language processingplmcrmflooringneural networksmicrosoft azure,"python,neural networks,azure"
Group Manager - Data Science,Wns Global Service,3.5,10105,2-6 ,Bengaluru,2,Not disclosed,Logistic regressionBfsiMachine learningAgilemodel developmentJIRAProject deliveryEconometrics,Machine learning
Manager - Data Science,Tredence,3.6,380,8-13,"Kolkata, Pune, Chennai, Gurugram, Bengaluru",8,Not disclosed,Data analysisTeam managementData managementProject managementMachine learningData miningMonitoringSQL,"Data analysis,Data management,Machine learning,Data mining,SQL"
Lead Data Science Engineer,,,,5-10,Pune,5,Not disclosed,Data analysisdata scienceCodingHealthcareTaxationAnalyticsSQLAuditing,"Data analysis,data science,SQL"
"Senior Engineer, Data Science",Renault,4.3,470,,Chennai,7,Not disclosed,Computer visiondeep learningUsagedata scienceArchitectureResourcingCompetency developmentBudgeting,"deep learning,data science"
Data Science Engineer,Global Pharma Tek,3.1,23,1-4 ,Bengaluru,1,Not disclosed,hivealgorithmspythonnatural language processingneural networksdata pipelinemachine learningdata engineering,"python,neural networks,machine learning,data engineer"
Intermediate Data Science Specialist,,,,3-7 ,Bengaluru,3,Not disclosed,Computer scienceData analysisdata scienceSASAnalyticalMachine learningInformation managementSQL,"Data analysis,data science,SAS,Machine learning,SQL"
"Manager, Data Science & AI",Pfizer,4.1,1688,0-8 ,Mumbai,0,Not disclosed,Operations researchBusiness transformationdata sciencePharmaAnalyticalMarket researchHealthcareData mining,"data science,Data mining"
Senior Associate Data Science L2,,,,8-12,Gurugram,8,Not disclosed,Computer scienceAnalytical skillsProject managementdata governanceJSONProject deliveryStatisticsAnalytics,Statistics
Data Science Manager,Antworks,3.2,50,0-20,"Chennai, Bengaluru",1,Not disclosed,Computer scienceComputer visionAutomationProduct engineeringGCPData modelingMachine learningData structures,"Automation,Machine learning"
Technical Specialist - Data Science / AI Automations,IBM,4.1,20442,1-3 ,Bengaluru,1,Not disclosed,spssqmfwmsdimension tablespimscssweb servicesjsp,
Data Science trainer,Datavalley.AI,4.9,29,2-5 ,Vijayawada,2,Not disclosed,pythonc++cnatural language processingneural networkspredictive analyticsmicrosoft azureaiml,"python,c++,neural networks,azure,ai,ml"
Lead - Data Science & Insights,Starbucks,4.3,626,8-13,"Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)",8,20-30 Lacs PA,Data SciencePredictive ModelingRegressionLogistic RegressionStatistical ModelingLeadershipLogisticsPredictive,Data Science
DATA SCIENCE ENGINEERS WITH PYTHON SKILLS,Summit Information Technologies Pvt. Ltd.c,2.9,7,2-9 ,Gurugram,2,Not disclosed,data scienceAnalyticsPythonDataScience,"data science,Python"
S&C Global Network - AI - CMT - Consultant Data Science LLM,Accenture,4.0,49777,4-9 ,"Gurugram, Bengaluru",4,Not disclosed,algorithmsmathematicsdata miningartificial intelligencestatisticsms azurenatural language processinggpm,"data mining,artificial intelligence,statistics,azure"
S&C Global Network - AI - CMT - Consultant Data Science LLM,Accenture,4.0,49777,4-9 ,Bengaluru,4,Not disclosed,algorithmsmathematicsdata miningartificial intelligencestatisticsms azurenatural language processinggpm,"data mining,artificial intelligence,statistics,azure"
Data Science Practitioner,Accenture,4.0,49777,2-4 ,Gurugram,2,Not disclosed,pythonpandasmachine learning algorithmsstatisticsdata mungingdata analysisnatural language processingscikit-learn,"python,pandas,machine learning,statistics,data analysis"
Senior Specialist - Data Science,Infineon,3.8,181,3-5 ,Bengaluru,3,Not disclosed,AutomationBusiness objectsSemiconductorSAPPrototypeAnalyticalJavascriptSQL,"Automation,Java,SQL"
Senior Specialist - Data Science,Infineon,3.8,181,1-3 ,Bengaluru,1,Not disclosed,AutomationBusiness objectsSemiconductorSAPPrototypeAnalyticalJavascriptSQL,"Automation,Java,SQL"
S&C Global Network - AI - CMT - Consultant Data Science LLM,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,algorithmsmathematicsdata miningartificial intelligencestatisticsms azurenatural language processinggpm,"data mining,artificial intelligence,statistics,azure"
Data Science Professional - ML / AI / GenAI,Capgemini,3.8,36904,6-11,Mumbai,6,Not disclosed,Data ScienceAzure MLPyTorchGoogle Cloud AIDockerAWS SageMakerAImachine learning algorithms,"Data Science,Azure,ML,AI,AI,machine learning"
Gen AI ( Data science ) professional,Capgemini,3.8,36904,9-12,Mumbai,9,Not disclosed,Data scienceGen AINLPscikit-learnXGBoostKerasLLMmachine learning,"Data science,Gen AI,NLP,LLM,machine learning"
Data Science Practitioner,Accenture,4.0,49777,3-7 ,Pune,3,Not disclosed,data sciencedata visualizationmachine learning algorithmsstatisticsdata mungingpythondata analysispredictive analytics,"data science,visualization,machine learning,statistics,python,data analysis"
"Manager, Data Science & Analytics",Transunion,3.9,340,7-10,Mumbai,7,Not disclosed,Logistic regressionOperations researchUnderwritingAnalyticalDigital marketingPortfolio managementFinancial servicesSoftware services,
Senior Digital Innovation Engineer - Data Science,Buckman,3.8,17,3-7 ,Chennai,3,Not disclosed,Text miningWater treatmentCloud computingMinitabSASdata scienceMachine learningMATLAB,"SAS,data science,Machine learning"
